lat;lon;escola;logradouro;num;cidade;cod
-5.828625799999999;-35.25242250;ESCOLA ESTADUAL  PROFESSORA  MARIA LUIZA ALVES COSTA;AV. NOSSA SENHORA DO ROSARIO;-;NATAL - RN;128
-5.828625799999999;-35.20831710;ESCOLA ESTADUAL JORGE FERNANDES;R CRISTAL DE ROCHA;-;NATAL - RN;61
-5.833715799999999;-35.21405720;NUCLEO DE ATIV DE ALTAS HABILIDADES - SUPERDOTACAO;CENTRO ADMINISTRATIVO;-;NATAL - RN;143
-5.83579180;-35.21405720;CE DE EDUCACAO ESPECIAL;CENTRO ADMINISTRATIVO;-;NATAL - RN;140
-5.836403799999999;-35.22989130;ESCOLA ESTADUAL  PROFESSOR LUIS DA CAMARA CASCUDO;TRAVESSA DOS POTIGUARES;-;NATAL - RN;83
-5.83798280;-35.24190440;ESCOLA ESTADUAL UNIAO DO POVO DE CIDADE NOVA;TRAVESSA GETULIO VARGAS;-;NATAL - RN;101
-5.84146480;-35.22060920;ESCOLA ESTADUAL PROFESSOR LUIS ANTONIO;RUA ALAMANDA;-;NATAL - RN;82
-5.84160580;-35.21833020;E E GOV. WALFREDO GURGEL ENSINO MEDIO EM TEMPO INTEGRAL E EDUC. PROFISSIONAL TECNICA DE NIVEL MEDIO;RUA BENTO GONCALVES;-;NATAL - RN;55
-5.843695599999999;-35.27467870;ESCOLA ESTADUAL DO GUARAPES;RUA DA LAGOA SECA;-;NATAL - RN;145
-5.84971080;-35.20857320;ESCOLA ESTADUAL DESEMBARGADOR FLORIANO CAVALCANTI;RUA DOS VERBENAS;-;NATAL - RN;45
-5.852867799999999;-35.6961940;ESCOLA ESTADUAL DEMETRIO URBANO;RUA FRANCISCO JORGE TORRES;-;SANTA MARIA - RN;272
-5.8546779;-35.34885330;ESCOLA ESTADUAL  OTACILIO ALECRIM;RUA MARITIMO JOAO LAU;-;MACAIBA - RN;21
-5.85500190;-35.3597014;ESCOLA ESTADUAL  DEPUTADO JESSE PINTO FREIRE FILHO;RUA DR GERALDO PINHEIRO;-;MACAIBA - RN;18
-5.85532890;-35.2486725;ESCOLA ESTADUAL  PROFESSORA MARILUZA ALMEIDA FLORENTINO;LAGOA DE SANTO ANTONIO;-;MACAIBA - RN;24
-5.856146036766277;-35.21650720;CE DE APOIO PEDAGOGICO PROF IAPISSARA AGUIAR - CAP;RUA REITOR ONOFRE LOPES;-;NATAL - RN;142
-5.85636790;-35.20957120;ESCOLA ESTADUAL FERREIRA ITAJUBA - ENSINO MEDIO EM TEMPO INTEGRAL;RUA RORAIMA;-;NATAL - RN;53
-5.8578940;-35.35823502883608;ESCOLA ESTADUAL  ALFREDO MESQUITA FILHO;R CAMPO SANTO;-;MACAIBA - RN;15
-5.86006190;-35.24036240;ESCOLA ESTADUAL PROFESSOR ANTONIO PINTO DE MEDEIROS;RUA RIO PARANAPANEMA;-;NATAL - RN;71
-5.86006190;-35.20752620;ESCOLA ESTADUAL DOUTOR MAIA NETO;RUA PARANA;-;NATAL - RN;49
-5.86006190;-35.34983030;ESCOLA ISOLADA NAIR DE ANDRADE MESQUITA;POVOADO DE LAGOA NOVA;-;MACAIBA - RN;12
-5.86006190;-35.34983030;ESCOLA ESTADUAL  FRANCISCA CASTRO GOMES ANDRADE;RECREIO DO TREVO;-;MACAIBA - RN;25
-5.8626390;-35.34983030;ESCOLA ESTADUAL  DOUTOR JOAO CHAVES;SITIO MANGABEIRA;-;MACAIBA - RN;10
-5.8626390;-35.34983030;ESCOLA ESTADUAL  DE TRAIRAS;RUA LEAO DO NORTE;-;MACAIBA - RN;14
-5.866058000000001;-37.3107110;ESCOLA ESTADUAL PROFESSOR ADRIAO MELO;RUA FRANCISCO BEZERRA;-;CAMPO GRANDE (AUGUSTO SEVERO) - RN;460
-5.869510;-37.3107110;ESCOLA ESTADUAL ANA MARIA VIEIRA LIBERATO;R FRANCISCO ANANIAS DANTAS DE BRITO;-;CAMPO GRANDE (AUGUSTO SEVERO) - RN;461
-5.87051960;-35.20576210;ESCOLA ESTADUAL STELA WANDERLEY;AV DAS ALAGOAS;-;NATAL - RN;99
-5.873284130041468;-35.20647620;ESCOLA ESTADUAL BERILO WANDERLEY;RUA GOVERNADOR VALADARES;-;NATAL - RN;40
-5.873624449923092;-35.20818320;ESCOLA ESTADUAL LOURDES GUILHERME;RUA SAO MIGUEL DOS CARIBES;-;NATAL - RN;63
-5.87728210;-35.180470731094374;ESCOLA ESTADUAL DJALMA ARANHA MARINHO;PRACA SAO FRANCISCO DE ASSIS;-;NATAL - RN;47
-5.883332999999999;-35.21780921911011;CEEP - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL PROFESSORA LOURDINHA GUERRA;AVENIDA ABEL CABRAL;-;PARNAMIRIM - RN;85233159
-5.883332999999999;-35.1855530;ESCOLA ESTADUAL PROFESSOR JOSE FERNANDES MACHADO;AV PRAIA DE MURIU;-;NATAL - RN;79
-5.883332999999999;-36.30;ESCOLA ESTADUAL  PROFESSOR GASPAR;PCA. VEREADOR PEDRO ALVES;-;MONTE ALEGRE - RN;171
-5.883332999999999;-36.30;ESCOLA ESTADUAL  JOAO PINHEIRO;POV FONTES;-;MONTE ALEGRE - RN;168
-5.897780;-36.30;ESCOLA ESTADUAL  JOAO DE PAIVA;AV JOAO DE PAIVA;-;MONTE ALEGRE - RN;170
-5.897780;-35.3666670;ESCOLA ESTADUAL  DE JUNDIAI;FAZ JUNDIAI;-;MACAIBA - RN;9
-5.897780;-37.5065690;EE PREF JOSE DO CARMO DOS SANTOS;TRAV PADRE ANDRADE;-;SANTO ANTONIO - RN;252
-5.897780;-37.5065690;EE JULIA AUTA DE OLIVEIRA;RUA DEP JOSE LUCIO RIBEIRO;-;SANTO ANTONIO - RN;250
-5.897780;-37.5065690;EE DR HELIO BARBOSA DE OLIVEIRA;TRAVESSA PADRE ANDRADE;-;SANTO ANTONIO - RN;251
-5.9060643;-37.5065690;EE DE TIMBAUBA ENS 1 GRAU;SIT TIMBAUBA;-;SANTO ANTONIO - RN;246
-5.9060643;-37.5065690;EE ALEXANDRE CELSO GARCIA;R MAR FLORIANO;-;SANTO ANTONIO - RN;247
-5.9060643;-35.2604426;ESCOLA ESTADUAL SANTOS DUMONT;FELIZARDO MOURA;-;PARNAMIRIM - RN;191
-5.9157063;-35.2604426;ESCOLA ESTADUAL PROFESSOR ARNALDO ARSENIO DE AZEVEDO;RUA CANDIDO MARTINS DOS SANTOS;-;PARNAMIRIM - RN;193
-5.9240034;-35.2604426;ESCOLA ESTADUAL DOM NIVALDO MONTE;RUA RIO LARGO - PARQUE DAS ORQUIDEAS;-;PARNAMIRIM - RN;194
-5.9240034;-35.2738397;ESCOLA ESTADUAL ROBERTO RODRIGUES KRAUSE;R.CAP.MARTINHO MACHADO;-;PARNAMIRIM - RN;192
-5.9257364;-35.2663487;ESCOLA ESTADUAL PROFESSOR ANTONIO BASILIO FILHO;RUA EDSON SIQUEIRA;-;PARNAMIRIM - RN;188
-5.928780700000001;-35.2663487;ESCOLA ESTADUAL DOUTOR ANTONIO DE SOUZA;RUA EDSON LUIS SIQUEIRA;-;PARNAMIRIM - RN;185
-5.942070500000001;-35.2611046;NUCLEO DE ATENDIMENTO EDUCACIONAL HOSPITALAR E DOMICILIAR DO RN - NAEHD;AVENIDA SALGADO FILHO;-;NATAL - RN;1005105
-5.9498866;-38.04633620;ESCOLA ESTADUAL JOSE CLAUDIO ALVES;RUA JOAQUIM PEREIRA;-;TABOLEIRO GRANDE - RN;599
-5.949999999999999;-35.29238490;EI HELIO FERREIRA;ST JAPECANGA;-;SAO JOSE DE MIPIBU - RN;196
-5.95712380;-35.1596158;ESCOLA ESTADUAL PROFESSORA MARIA ARAUJO;RUA SANTA LUZIA;-;PARNAMIRIM - RN;183
-5.9743658;-35.41666690;ESCOLA ISOLADA MARIA FERNANDES DO FORTE;DISTRITO DE CANA BRAVA;-;MACAIBA - RN;11
-5.9833330;-36.65332950;EE MEIRA E SA ENS FUNDAMENTAL;RUA MANOEL ANTONIO DE MACEDO;-;SANTANA DO MATOS - RN;370
-5.99708830;-35.1303436;ESCOLA ESTADUAL PROFESSOR APOLINARIO BARBOSA - ENSINO MEDIO EM TEMPO INTEGRAL;AV SAO SEBASTIAO;-;PARNAMIRIM - RN;189
-5.99708830;-35.30;EI PROF MARIA HELENA P GOMES;POV MENDES;-;SAO JOSE DE MIPIBU - RN;197
-5.99708830;-37.80727140;ESCOLA ESTADUAL 11 DE AGOSTO;AV 27 DE NOVEMBRO;-;UMARIZAL - RN;640
-5.99708830;-37.80727140;EI CAICARA;SIT CAICARA;-;UMARIZAL - RN;639
-5.998821;-37.80727140;EE ZENON DE SOUZA;AV 27 DE NOVEMBRO;-;UMARIZAL - RN;642
-6.03412110;-37.80727140;EE PROF DINA NUNES DE BRITO;RUA ALMINO AFONSO;-;UMARIZAL - RN;644
-6.03412110;-38.166804;EE PROF MANOEL HERCULANO ENS 1 E 2 GRAUS;R PADRE CARLOS;-;SAO FRANCISCO DO OESTE - RN;693
-6.03412110;-37.02065740;ESCOLA ISOLADA BARRO BRANCO;SITIO BARRO BRANCO;-;JUCURUTU - RN;436
-6.04414510;-37.02065740;ESCOLA ESTADUAL PROFESSORA MARIA DAS GRACAS SILVA GERMANO;POV BOI SELADO;-;JUCURUTU - RN;437
-6.04549760;-37.02065740;ESCOLA ESTADUAL JANUNCIO AFONSO;RUA ALEXANDRE EZEQUIEL;-;JUCURUTU - RN;438
-6.06814840;-35.4283260;ESCOLA ESTADUAL SANTA LUZIA;RUA ANTONIA GOMES;-;VERA CRUZ - RN;208
-6.06854040;-36.34782420;EE ALBINO AVELINO ENS 1 GRAU;POVOADO ALBINO;-;CERRO CORA - RN;378
-6.07269450;-35.24543960;EE PROF FRANCISCO BARBOSA - ENSINO FUNDAMENTAL E MEDIO;AV MOIZANIEL DE CARVALHO;-;SAO JOSE DE MIPIBU - RN;202
-6.07269450;-35.24929360000001;ESCOLA ESTADUAL  HILTON GURGEL DE CASTRO - ENSINO MEDIO EM TEMPO INTEGRAL;AVENIDA SENADOR JOAO CAMARA;-;SAO JOSE DE MIPIBU - RN;201
-6.07710490;-35.23505850;EI ZITA FREIRE;ST ARENA;-;SAO JOSE DE MIPIBU - RN;199
-6.086661899999999;-35.23505850;EE PROFª. TERCEIRA ROCHA - ENSINO FUNDAMENTAL E MEDIO;RUA DAS CAMPINAS;-;SAO JOSE DE MIPIBU - RN;198
-6.086661899999999;-37.71598880;ESCOLA ISOLADA PIRANHAS;SITIO PIRANHAS;-;RAFAEL GODEIRO - RN;631
-6.086661899999999;-37.91256230;ESCOLA ISOLADA PICO DOS CARROS;SITIO PICO DOS CARROS;-;MARTINS - RN;619
-6.086661899999999;-37.91256230;ESCOLA ISOLADA PAU DE LEITE;SITIO PAU DE LEITE;-;MARTINS - RN;618
-6.086661899999999;-37.91256230;ESCOLA ISOLADA JOSE BARBOSA;DISTRITO SALVA VIDA;-;MARTINS - RN;620
-6.086661899999999;-37.91256230;ESCOLA ESTADUAL JACU;SITIO JACU;-;MARTINS - RN;617
-6.093588599999999;-37.91256230;ESCOLA ESTADUAL DOUTOR JOAQUIM INACIO - ENSINO MEDIO EM TEMPO INTEGRAL;RUA PROJETADA;-;MARTINS - RN;623
-6.093588599999999;-37.91256230;ESCOLA ESTADUAL ANTONIO JOAO DE QUEIROZ;RUA PROJETADA;-;MARTINS - RN;616
-6.093588599999999;-35.21036330;ESCOLA ESTADUAL ZILDEVAR FERREIRA;GENIPAPEIRO;-;NISIA FLORESTA - RN;177
-6.093588599999999;-35.21036330;ESCOLA ESTADUAL PROFESSORA ADELIA DA SILVA GURGEL;POVOADO CAMPO DE SANTANA;-;NISIA FLORESTA - RN;174
-6.093588599999999;-35.21036330;ESCOLA ESTADUAL EMILIA DE CARVALHO;POV DE MORRINHOS;-;NISIA FLORESTA - RN;178
-6.093588599999999;-35.21036330;ESCOLA ESTADUAL DELVIRA CARVALHO GONDIM;POVOADO DE CURRAIS;-;NISIA FLORESTA - RN;176
-6.093588599999999;-35.21036330;ESCOLA ESTADUAL CELITA FREIRE BARBOSA;RUA DO COMERCIO;-;NISIA FLORESTA - RN;179
-6.093588599999999;-35.21036330;ESCOLA ESTADUAL ANA DUARTE LOPES;RUA DA FLORESTA;-;NISIA FLORESTA - RN;172
-6.10586720;-35.21036330;ESCOLA ESTADUAL ALMIR DA SILVA LEITE;R MANOEL FERREIRA DE OLIVEIRA;-;NISIA FLORESTA - RN;182
-6.10586720;-35.21036330;ESCOLA ESTADUAL ALCEU EMILIANO DA SILVA;RUA CENTRAL;-;NISIA FLORESTA - RN;175
-6.10586720;-37.64170920;ESCOLA ISOALDA MORADA NOVA I;SIT MORADA NOVA;-;PATU - RN;627
-6.106005911825404;-37.64170920;ESCOLA ESTADUAL DOUTOR XAVIER FERNANDES;RUA JOSE GODEIRO;-;PATU - RN;629
-6.116539960830626;-37.64170920;ESCOLA ESTADUAL DOUTOR EDINO JALES;RUA BENTO BANDEIRA;-;PATU - RN;628
-6.119060746073639;-38.21015043121338;ESCOLA ESTADUAL DOUTOR JOSE FERNANDES DE MELO;R JOAQUIM TORQUATO;-;PAU DOS FERROS - RN;673
-6.12346980;-38.19982255421451;ESCOLA ESTADUAL ANTONIO DIAS FERNANDES;RUA PAUL HARRIS;-;PAU DOS FERROS - RN;683
-6.1273971;-38.20509824386369;ESCOLA ESTADUAL FRANCISCO NUNES;RUA CARLOTO TAVORA;-;PAU DOS FERROS - RN;681
-6.12812570;-36.81971490;ESCOLA ESTADUAL TEONIA AMARAL;PRACA MAE SANTA;-;FLORANIA - RN;396
-6.14459840;-38.2052298;ESCOLA ESTADUAL PROFESSOR MARIA EDILMA DE FREITAS;RUA RESPICIO JOSE DO NASCIMENTO;-;PAU DOS FERROS - RN;677
-6.15364990;-35.49763060;ESCOLA ESTADUAL EDMUNDO NEVES DO NASCIMENTO;RUA SAO JOAO;-;LAGOA SALGADA - RN;223
-6.156676399999999;-37.76650020;EI AMANCIO LINDOLFO;SITIO TRINCHEIRAS;-;ALMINO AFONSO - RN;600
-6.189680399999999;-35.43179210;ESCOLA ESTADUAL JOAO TOMAS NETO;RUA SANTO ANTONIO;-;LAGOA DE PEDRAS - RN;221
-6.19119420;-37.83833080;ESCOLA ISOLADA FRANCISCO PEREIRA;SITIO CANDEIA;-;FRUTUOSO GOMES - RN;608
-6.19119420;-35.09151940;ESCOLA ESTADUAL DOUTOR MEIROZ GRILLO;SIT SAO LUIZ;-;TIBAU DO SUL - RN;205
-6.19361440;-35.35782650;ESCOLA ESTADUAL PROFESSORA MARIA AUGUSTA DA TRINDADE;AV. ANTONIO ALVES PESSOA;-;BREJINHO - RN;214
-6.19496240;-35.35782650;ESCOLA ESTADUAL JOSE LUCIO RIBEIRO;RUA PROJETADA;-;BREJINHO - RN;213
-6.1997440;-38.22618970;ESCOLA ESTADUAL BERNARDINO RODRIGUES;SITIO GANGORRA;-;RAFAEL FERNANDES - RN;689
-6.1997440;-35.1601980;ESCOLA ESTADUAL MANOEL BALCEU;SITIO PATANE;-;AREZ - RN;157
-6.212074;-35.80124600000001;ESCOLA ESTADUAL PROFESSOR SEVERINO BEZERRA;RUA  PEDRO CLEMENTINO;-;TANGARA - RN;352
-6.22714480;-35.80124600000001;ESCOLA ESTADUAL PREFEITO JOAO ATAIDE DE MELO;RUA 13 DE OUTUBRO;-;TANGARA - RN;351
-6.22714480;-37.89361020;EI DE PICO BRANCO;SIT PICO BRANCO;-;ANTONIO MARTINS - RN;605
-6.22714480;-37.89361020;EI DE BOAGUA;SIT BOAGUA;-;ANTONIO MARTINS - RN;604
-6.22940710;-37.89361020;EI DE ALTO DA EMA;AVENIDA VENCESLAU JOSE DE SOUSA;-;ANTONIO MARTINS - RN;607
-6.22940710;-36.02330780;ESCOLA ISOLADA PROFESSOR FRANCISCO MAIA;SITIO RIACHAO;-;SANTA CRUZ - RN;338
-6.231705450588679;-36.02330780;ESCOLA ISOLADA ANTONIO JUSTINO BEZERRA;SITIO SANTA HELENA;-;SANTA CRUZ - RN;337
-6.2333330;-36.01047803596805;ESCOLA ESTADUAL PROFESSORA RITA NELLY FURTADO;RUA NOSSA SENHORA DOS REMEDIOS;-;SANTA CRUZ - RN;343
-6.238767172043675;-35.1333330;ESCOLA ESTADUAL PROFESSOR WILSON ROCHA;POV DE PIAU;-;TIBAU DO SUL - RN;206
-6.250423521509316;-36.029644465438196;ESCOLA ESTADUAL PEDRO SEVERINO BEZERRA;RUA PADRE CICERO;-;SANTA CRUZ - RN;345
-6.255131;-37.05299032214049;ESCOLA ESTADUAL FRANCISCO PERGENTINO DE ARAUJO;DISTRITO DE LAGINHAS;-;CAICO - RN;412
-6.2629430;-36.51769570;ESCOLA ISOLADA BARAO DO RIO BRANCO;SIT BOA VISTA;-;CURRAIS NOVOS - RN;383
-6.2629430;-36.51769570;ESCOLA ESTADUAL POETA CELESTINO ALVES;RUA DR EINAR GALVAO CHACON;-;CURRAIS NOVOS - RN;391
-6.2629430;-36.51769570;ESCOLA ESTADUAL DOUTOR SILVIO BEZERRA  MELO;RUA LUIZ JANILSON;-;CURRAIS NOVOS - RN;387
-6.27036120;-37.79590250;ESCOLA ESTADUAL JOSE OSIAS;RUA FRANCISCO VERISSIMO FILHO;-;JOAO DIAS - RN;613
-6.276680799999999;-35.36125160;ESCOLA ESTADUAL JOAO BERNARDO;RUA DA MATRIZ;-;JUNDIA - RN;218
-6.293996099999999;-38.16766640;ESCOLA ESTADUAL  PADRE BERNARDINO FERNANDES;R CEL EPIFANIO FERNANDES;-;MARCELINO VIEIRA - RN;670
-6.293996099999999;-38.16766640;ESCOLA ESTADUAL DESEMBARGADOR LICURGO NUNES;RUA PROF MANOEL RAIMUNDO;-;MARCELINO VIEIRA - RN;669
-6.293996099999999;-38.16766640;ESCOLA ESTADUAL  ANA HENRIQUE;VILA ANA HENRIQUE;-;MARCELINO VIEIRA - RN;668
-6.308781199999999;-35.06942930;ESCOLA ESTADUAL SEBASTIAO POLICARPO;R JOAO FELIPE DE OLIVEIRA;-;VILA FLOR - RN;211
-6.308781199999999;-35.06942930;ESCOLA ESTADUAL PRESIDENTE TANCREDO NEVES;RUA JOAO FELIPE DE OLIVEIRA;-;VILA FLOR - RN;210
-6.317686;-35.715313;EE DIOGENES DA CUNHA LIMA ENS 1 E 2 GRAUS;RUA GETULIO VARGAS;-;SAO JOSE DO CAMPESTRE - RN;254
-6.318265200000001;-38.27889920;ESCOLA ESTADUAL VICENTE DE FONTES;RUA FRANCISCO FONTES;-;JOSE DA PENHA - RN;660
-6.318265200000001;-38.27889920;ESCOLA ESTADUAL MAJOR FELIPE;VILA MAJOR FELIPE;-;JOSE DA PENHA - RN;659
-6.32637810;-38.48442880;ESCOLA ESTADUAL JOAO SOARES DE SOUZA;AVENIDA MIN ALUISIO ALVES;-;VENHA-VER - RN;701
-6.36919950;-35.00732840;ESCOLA ESTADUAL AGUIDA SUCUPIRA;R ADAUTO DORNELAS CAMARA;-;BAIA FORMOSA - RN;159
-6.37902830;-37.18316090;EE MONS WALFREDO GURGEL ANEXO I;SITIO BOA VISTA;-;SAO FERNANDO - RN;443
-6.38285370;-35.12485680;ESCOLA ESTADUAL  FELIPE FERREIRA;R OSORIO CHAVES;-;CANGUARETAMA - RN;161
-6.38285370;-35.12485680;ESCOLA ESTADUAL FABRICIO MARANHAO;RUA DOUTOR PEDRO VELHO;-;CANGUARETAMA - RN;164
-6.38285370;-35.12485680;EE MATIAS MACIEL ENS 1 GRAU;RUA JOSE BENEDITO FERREIRA;-;CANGUARETAMA - RN;162
-6.40425990;-38.00978520;ESCOLA ESTADUAL 7 DE NOVEMBRO;RUA POETA VICENTE LOPES;-;ALEXANDRIA - RN;648
-6.40425990;-38.00978520;EI DE TORTO;SIT TORTO;-;ALEXANDRIA - RN;647
-6.41109570;-38.38446410;ESCOLA ISOLADA SAO BERNARDO;VILA SAO BERNARDO;-;LUIS GOMES - RN;662
-6.41109570;-38.38446410;ESCOLA ESTADUAL  DE BAIXIO;SIT BAIXIO;-;LUIS GOMES - RN;661
-6.412908799999999;-36.78230380;ESCOLA ESTADUAL OTAVIO LAMARTINE;PRACA DR PEDRO GOES;-;CRUZETA - RN;381
-6.42155960;-35.70503040;ESCOLA ESTADUAL PROFESSOR  JOAQUIM TORRES;AV FAUSTO MARIANO DAS NEVES;-;SERRA DE SAO BENTO - RN;257
-6.42155960;-35.70503040;ESCOLA ESTADUAL DEPUTADO MARCIO MARINHO;RUA PROJETADA;-;SERRA DE SAO BENTO - RN;256
-6.439693999999999;-35.22190160;ESCOLA ESTADUAL NOSSA SENHORA DAS GRACAS;SITIO RETA;-;PEDRO VELHO - RN;242
-6.448270540336341;-37.09464502814177;ESCOLA ESTADUAL PROFESSOR ANTONIO ALADIM DE ARAUJO;RUA TANCREDO NEVES;-;CAICO - RN;422
-6.459810900000001;-37.09900630;ESCOLA ESTADUAL PROFESSORA ROSA DE LIMA BEZERRA;R JOSE ADELINO DE MEDEIROS;-;CAICO - RN;424
-6.459810900000001;-37.09900630;CE JOSE AUGUSTO;R ZECO DINIZ;-;CAICO - RN;416
-6.46109270;-35.94008730;ESCOLA ISOLADA PAULO ALIPIO DE PONTES;SITIO SALGADO;-;JAPI - RN;331
-6.46109270;-35.94008730;ESCOLA ISOLADA ALUISIO ALVES;SITIO SALGADO;-;JAPI - RN;330
-6.46109270;-35.94008730;ESCOLA ESTADUAL CORONEL MANOEL MEDEIROS I;RUA MANOEL MEDEIROS FILHO;-;JAPI - RN;332
-6.463126372698237;-37.09155512335661;CEJA SENADOR GUERRA;PRACA DR JOSE AUGUSTO;-;CAICO - RN;415
-6.464426970201603;-37.11114061358336;ESCOLA ESTADUAL DOM JOSE ADELINO DANTAS;RUA PROJETADA;-;CAICO - RN;418
-6.465295810112672;-37.103764538792404;ESCOLA ESTADUAL PROFESSORA IRACEMA BEZERRA TRINDADE;PROFESSOR MANOEL FERNANDES;-;CAICO - RN;423
-6.466666999999999;-37.3833330;ESCOLA ESTADUAL JOAO ALENCAR DE MEDEIROS;AV. FUNDADOR FRANCISCO QUININO;-;IPUEIRA - RN;429
-6.46907020;-38.30420450;ESCOLA ESTADUAL  EPIFANIO DUARTE COUTINHO;AVENIDA JOAQUIM LUIS DUARTE;-;PARANA - RN;671
-6.46907020;-38.30420450;ESCOLA ESTADUAL 26 DE MARCO;RUA PROJETADA;-;PARANA - RN;672
-6.470234310441743;-37.09448141339186;ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL;RUA MANOEL VICENTE;-;CAICO - RN;421
-6.470439525007327;-37.092021827725205;ESCOLA ESTADUAL VILAGRAN CABRITA;VILA BRASIL;-;CAICO - RN;426
-6.479258199999999;-35.43483930;ESCOLA ESTADUAL  SAO JOSE;SITIO SERROTE DOS BEZERRA;-;NOVA CRUZ - RN;229
-6.479258199999999;-35.43483930;ESCOLA ESTADUAL  PROFESSOR JOSE TAVARES;SITIO LAGOA LIMPA;-;NOVA CRUZ - RN;230
-6.479258199999999;-35.43483930;ESCOLA ESTADUAL  PREFEITA JOANITA ARRUDA CAMARA;RUA PEDRO MAURICIO TAVARES;-;NOVA CRUZ - RN;237
-6.479258199999999;-35.43483930;ESCOLA ESTADUAL  MARIA AURINEIDE DA SILVA;SITIO LAGOA SECA;-;NOVA CRUZ - RN;228
-6.485311299999999;-35.28638820;ESCOLA ESTADUAL  DO INGA;SITIO INGA;-;MONTANHAS - RN;224
-6.4986144258014455;-37.16649067881468;ESCOLA ISOLADA JOSE TEIXEIRA DE CARVALHO;PERIMETRO IRRIGADO SABUGI;-;CAICO - RN;413
-6.4986997049855795;-37.16646922114256;ESCOLA ESTADUAL PROFESSOR JOAQUIM GUEDES CORREIA GONDIM NETO;PERIMETRO IRRIGADO SABUGI;-;CAICO - RN;414
-6.548842899999999;-36.5934214;ESCOLA ESTADUAL TEODORA ADONIS DE LIMA;POVOADO RAJADA;-;CARNAUBA DOS DANTAS - RN;375
-6.654171400126957;-37.04720747950438;ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO;DISTRITO PALMA;-;CAICO - RN;411
-6.68838680;-36.6579780;ESCOLA ESTADUAL  MANOEL NOBERTO;POVOADO SANTO ANTONIO;-;PARELHAS - RN;400
-6.68838680;-36.6579780;ESCOLA ESTADUAL  DOUTOR MAURO MEDEIROS;RUA NAIR BEZERRA;-;PARELHAS - RN;406
-6.68838680;-36.6579780;ESCOLA ESTADUAL  BERNARDINO DE SENA SILVA;POVOADO JUAZEIRO;-;PARELHAS - RN;399
-6.69699970;-36.94383930;ESCOLA ISOLADA SAO FRANCISCO;SITIO LAGES;-;OURO BRANCO - RN;441
